event_id,user_id,event_name,event_timestamp,platform
3d7d9e1e-c7e1-46e3-bf71-d4015f09058e,233ffc82-92ec-49af-93ae-c376c359810a,app_open,2025-09-30,iOS
9f130820-0f3b-45f9-9345-c526a4abce56,8aa9d39a-726f-46fd-8ec9-8bf10067eaa6,book_apt,2025-05-22,Android
baedb7ab-965e-45d5-8735-93d177329dc5,ef32f72a-a4b5-4723-82fb-28690df80b89,app_open,2025-08-23,Android
b1a33f6d-e3db-4202-9516-f81c43d8015f,4c6694ab-57b5-4de2-b1ae-84bec7be05c6,video_call,2025-07-21,Web
19664504-6e7e-4978-869d-7b0161f03b99,b4adaf89-0ff1-4a9f-ba37-0623bc5fd4dd,book_apt,2025-08-05,Android
cc6c7745-06a7-4afd-8327-aec2f737e8bc,f3b81fe4-194d-4447-a05b-e2306603854f,app_open,2025-05-14,Web
30838073-16e7-497b-b623-7f149d86a7ff,6bcce72a-1e69-4c3f-840b-71a6fba13732,video_call,2025-08-29,Android
d0209116-8a60-4ef3-b446-0c611bf1b7e1,89f32a99-dfc7-45f8-8165-9d74a93bea35,app_open,2025-04-15,Web
247d2d52-7ee0-438e-a3cd-0cb1a7b3b6f9,1cf85fc4-db6f-4f8b-b316-891d88964456,app_open,2025-02-02,Web
478205fd-c602-4414-b5be-f85bec0b6ca6,9acb0045-a449-4efa-8d7d-a747d48d5f9a,cancel_appt,2025-08-26,Web
fe28cbd9-cec8-4000-8c12-86042acc8fee,5ef75904-b1d9-4480-8caf-014434b51e65,cancel_appt,2025-11-14,Android
fbb64c04-0dc5-4a75-a835-3c7e3eb059ec,20bd1422-0b0b-41de-be61-2d6605bf0618,book_apt,2025-11-20,iOS
21ba0416-e703-40bd-ae40-9f44c9594659,a7cc4274-4780-4b87-beb5-ba0f1e2964f1,video_call,2025-02-02,Web
a6cbb287-1432-4972-a8b2-9ad37867340f,69b6175e-76c5-4d2b-a9fd-d358cb33478a,video_call,2025-05-16,iOS
9597b508-5bed-4760-b129-a6a4d3c0d6c5,7de31a51-6694-4343-90ba-58e3d2762bdc,video_call,2025-06-12,Web
e17ee03a-8a5d-490b-ae0b-c459ce3036f3,fec88839-ec35-43de-b414-e3e1a3871e92,view_doctor,2025-04-24,Android
bb859153-4918-4f40-b3ff-962ec1e81da9,618192de-db37-4ca7-aea5-e3418e2ac3ff,cancel_appt,2025-07-07,Android
e88668a4-e0f9-4296-8a89-b4606d8ec757,a911d192-43bf-4931-b605-bf54a021c0ca,view_doctor,2025-11-20,Android
36c1c052-207c-4173-abda-623faca9b4d8,29b44cb1-0cb5-4e5c-a2f5-f7c20706fec2,cancel_appt,2025-05-15,iOS
9ea56510-4aa4-4837-bd9e-3bb20853d212,d873dad9-5a1b-4f0e-9911-96dc1d3e503a,view_doctor,2025-10-02,Web
e4cbbdb8-c4be-448f-92e9-c930eeec175d,d1550475-c172-494f-9eae-2feb0f76a282,video_call,2025-11-06,Android
92f72f86-3958-489b-9e05-4c8a28605c20,7118e364-7709-4749-927e-ecfaa79ac9aa,app_open,2025-11-15,Android
2b0d5b1c-027d-4e84-9b0e-09ffb6e3f5d3,69b6175e-76c5-4d2b-a9fd-d358cb33478a,book_apt,2024-12-21,Android
ba1306b5-be54-49d8-b305-72452a9fb994,5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f,cancel_appt,2025-05-25,Web
af7da5d4-238c-429d-bc2f-5047d205bba8,02f3e4d0-eeb8-46eb-b00a-ffff5fb14f5b,cancel_appt,2025-05-26,iOS
d4e845bc-bdfe-4f18-b4ed-53ceef0ebfd3,74d99fb1-9dda-4e36-8f29-21017062dff6,view_doctor,2025-06-28,iOS
6cddab56-8c30-4073-a8e4-c8deddd98c67,5fb698a5-e920-4b3a-a951-c8a7cd210a34,book_apt,2025-05-21,Android
0a66c211-3eb4-43ee-a375-4082420d2799,369db2ef-3b8e-40e0-9ba3-4c18684a05d0,book_apt,2024-12-15,iOS
17abe966-517e-47c8-95cd-3d70e1e3afdf,f72a1b7a-ea78-4088-8c9b-9009877477ad,video_call,2025-07-27,iOS
b1bdd56a-5e8f-4079-a550-a4d18e27e044,1190e515-b420-4103-bca7-26eb03ef0f77,app_open,2025-03-01,iOS
04a6dca6-f908-417b-a66b-b9324f1da23b,4cd82847-66b1-4859-adb5-d5e67b88e4ef,app_open,2025-02-04,iOS
aa2bcaa7-d90d-448d-8e0f-3a5342809061,3366da87-7f7a-478c-98b1-3a9d8e041844,cancel_appt,2024-12-01,Android
c33c518f-52ed-4bdb-b415-83df5ceecd7b,76a831c7-7f63-42b6-9001-3b992fc28f20,cancel_appt,2025-02-22,iOS
b04fd83c-1773-4d21-a906-222b8a00cf6f,2b843ef3-d86d-455d-8cd9-916481df62f4,view_doctor,2025-05-31,Web
49fafbef-c45d-4840-ac25-30fa98b1d51e,91a85948-501d-4146-a177-2a3896aaa3ca,app_open,2025-11-16,Web
e322544a-8034-4d4d-98be-184d87e7a66e,5283889c-c31f-47eb-ac98-1221d4b6f0f2,app_open,2024-12-22,iOS
9ea84284-28d3-4ca3-9652-142c4b6ec9d5,cbd93d47-966d-402f-bd98-03952621b899,book_apt,2024-12-31,iOS
1dbefabd-8c88-4f36-9b70-563554fef8cf,bc1af663-a096-4a2f-bc58-196e2064774f,view_doctor,2025-08-05,Web
2d3b840d-a0db-41ff-91c7-0935f03256d8,6e417d47-5ff5-45ea-9bc4-40f14b1a269b,cancel_appt,2025-09-10,Web
33543803-2cff-4c6b-a849-c066bee21b33,cbd93d47-966d-402f-bd98-03952621b899,cancel_appt,2025-11-22,Android
fd7e1648-bc29-4d8d-915b-3aca208d0d01,2dee003e-01d9-4e96-81a0-204714aa3ca3,cancel_appt,2025-10-31,Web
3c91accc-5538-4109-968e-8bf69f3df699,392c04da-5af3-4a5a-b8e5-9b2716dc5a6e,app_open,2024-11-29,iOS
cc6dbed4-be57-4fe1-b81c-14e57fcceb99,b9d9c1dc-1f9b-42b4-a6c4-ce9be483f4f1,app_open,2025-07-14,iOS
59876711-3c20-4e71-826c-d241261e5c4d,5fa9b21a-504b-40c8-b3b9-37f29fe7e068,book_apt,2025-06-19,Android
515ea371-f0b1-4781-a9c6-49ec2b48a034,92dd8487-cc79-4eca-99e1-8c8228d04562,view_doctor,2025-08-31,Android
d37805ee-204f-4be4-adec-6f15bfdc2b0d,6e12bda9-b2ec-4ff4-8b59-b1515dde7466,view_doctor,2025-05-13,iOS
ee8fd6ca-59e0-490f-af58-b690632e67ff,922fe35d-2fd1-4775-80b0-2a827054ef5f,view_doctor,2025-08-09,Web
0f6206f1-9403-4d3d-a8de-68aba9927ca9,89f32a99-dfc7-45f8-8165-9d74a93bea35,video_call,2025-07-18,iOS
f93adb04-4d24-4ef6-be50-e2da7bbe4efe,20d4c165-9691-445d-90bb-794e2cef7557,app_open,2025-01-19,Android
45999d7e-dd35-4aa4-902e-55983c3c3182,c5bca449-0c75-4a17-8131-c6019923fc7a,cancel_appt,2025-09-20,Web
6650bc24-f84b-441f-8466-b04d2c0c9e4b,96dd4b80-a078-4e8f-9490-9f0af70f8b81,video_call,2025-07-26,iOS
a48fb9e9-4876-494b-8d10-4ac646c2f46e,233ffc82-92ec-49af-93ae-c376c359810a,cancel_appt,2025-09-22,iOS
2dc3e080-ce69-4f9d-80b0-4e3ddd2f1be8,e6c51969-0118-41cf-b9fd-cd339bd972ca,view_doctor,2025-08-18,Android
963115d0-46f8-40a9-844e-21a8873a6a3c,db6ba39b-36dd-4529-b704-d72fc7a2f280,video_call,2025-09-16,Web
0b32b3a6-fe32-47e1-99cb-2d9ed109fd54,35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,app_open,2025-02-01,Web
150f1ad2-476a-4f1d-bfef-bd38a8112386,888d7c51-404e-4634-b4e0-270ed0b68d02,video_call,2025-09-16,Android
9c7e3507-4f9a-4528-8d0b-906366c5558f,a6c681b0-e472-4be5-b3c2-944ab60a3dcc,video_call,2025-08-26,Web
0d88fa93-6292-4c6b-8157-2c3cdf4eba91,1d181ee9-86ad-4a8c-abc4-123ebde13c1b,cancel_appt,2025-11-23,Android
f53d488d-e994-4cd2-9ab9-5b799f76385e,0262bf90-3bd8-4e22-8b0f-ab8e9fa4ce21,cancel_appt,2024-12-15,Android
efd1422e-eb42-4215-8c3d-8a3535b92983,ae84b81c-2e0f-45b3-8bae-591eff4cc10f,video_call,2025-05-19,Web
fcd9915d-c2b4-48fc-a7d4-9ec5ed646014,88c79c98-60bf-484e-a40d-383a8dd064e3,video_call,2025-11-06,Android
567351cb-3934-4843-9739-d3a370033ea7,581ab26c-e8c3-4a79-904e-54acbe216c79,app_open,2025-06-09,Web
de02ad35-ad0e-4e1b-874a-c31d8ee068b6,803f8f00-b289-45e7-8e5b-ef683dcf3be0,cancel_appt,2025-09-29,Web
0e659eba-c2ad-48d9-9947-4e7877cdab25,227cc456-193a-4e2a-b8da-93c8c0b4283a,app_open,2025-08-15,Web
6a5e52e1-f20b-4b32-9ca8-d3ea77cb751d,6f8cd15f-2344-4207-b0a1-9255671ebf8e,app_open,2025-01-04,Web
0a524e33-3a08-47d8-9666-7ba856bebe18,fed024cb-b6f3-4bd4-8409-b7c8ef59a4b5,video_call,2025-05-09,iOS
1b2597f3-dd00-464c-8f45-c2696b5259dc,eb01bba7-4b81-4a84-b42f-790ed4bee4e4,cancel_appt,2025-10-22,Web
8c8df318-b760-4e4c-b909-14d8ac79fd55,d2535515-9dc0-48b5-9987-038afcd6c18e,app_open,2025-04-10,Web
f8644f2f-ddfc-45c2-b72c-74985a15fc95,4e733dcc-8664-42ee-a844-a0e3615eca80,app_open,2025-05-29,Android
41c3c01d-a6bd-4f11-ab72-895b03c5607e,ddbb3fa4-0679-44f2-ad92-38a459225b53,app_open,2025-07-29,Web
2fac4e8c-f6c9-4743-a52f-d941e057c014,6d37a680-58f9-4bf7-a3f9-899a62ba6966,book_apt,2025-01-25,Android
63912604-0519-4e36-b8df-7714aa97ff51,fef72410-5528-4c45-a37a-a99961ff1d9a,video_call,2025-09-16,Web
bf80b3f8-b3eb-4460-b63d-da7cd93990b6,60094db3-b265-493e-8531-4fd0ac01e53d,book_apt,2025-08-08,Android
4d2a5ec7-029d-44a0-8609-ac3b386b8594,7c13f47a-c80c-4195-8b65-84ce7acc9970,view_doctor,2025-10-27,Web
e95e1741-5e48-48b3-99d6-cf8225b96454,cf41c7ca-dce6-4522-8632-718eb0ddbe62,video_call,2024-12-23,iOS
c2d4705d-e166-4e4d-9e55-7621d1f7ab45,69499fce-eeb8-4b7d-9dc3-3d41043486c3,cancel_appt,2025-03-08,iOS
3bf5337a-224c-4ee6-9936-059ccea35945,2a96c526-f4ca-4e70-b4b7-99ec48cd42c0,view_doctor,2025-07-01,iOS
43799d48-ce35-45ea-a25f-c9245c9557ea,6b13b71d-f968-46e7-ab08-984ba731d6f3,book_apt,2025-08-30,Android
0faae5bf-b900-4086-aa21-e1537b2cefe1,b9ef9fa8-3ec8-4e58-9728-2d3089111a42,app_open,2025-02-14,Web
fa8c178b-4e90-461e-916b-bc7b7c96cc00,ef32f72a-a4b5-4723-82fb-28690df80b89,book_apt,2025-02-18,Web
af6c9f36-64f9-4ef3-8072-15b1c544966b,bdd4c1f2-71b8-4ce0-a347-2e25ba5498fd,book_apt,2025-06-08,Web
f18f2155-865b-4427-aff3-2a6506809246,6f581316-3258-4047-9cba-bedaed343b0f,book_apt,2025-09-28,Android
33342b79-7969-448f-a510-f963c5a1faa6,d087edcb-be94-41cb-875c-c8eb4dffc9aa,video_call,2025-06-26,Web
4279dcd6-86e7-4c6c-8800-69fbd4c7ca67,c064f074-c847-4130-9d56-030e1de987a2,view_doctor,2025-01-19,Web
1b3e2271-1a71-4bdf-bb6d-e07125b08a57,8fc3d7d3-f6bd-40c7-a24a-2a50d0b1fde0,cancel_appt,2025-09-01,Web
5ff2b09f-084a-4ec4-bb91-80f58daf7c97,be2904f8-1b52-41e6-8dfc-9ce763300ee1,app_open,2025-01-30,iOS
cb725702-9192-418f-bbe3-f251f6096928,8a3c8743-a808-44f2-92a8-080920d19fc0,app_open,2025-06-16,Web
e3f6b904-fab3-4b7f-bf33-c8fc187cde97,6498da39-d7c8-402c-aea5-312ac942e6e8,app_open,2025-03-04,Web
356bf588-32c2-461a-9553-507b4a8c6e28,713f8f8c-ec8b-4537-98ab-4778143b45e3,view_doctor,2025-02-02,iOS
902df7cf-28ef-475b-b0c9-2b33ceef5d5c,293a60be-b7f3-40ad-84d1-c310240f92a4,app_open,2025-03-08,Web
edfc1ab2-c198-4cfb-a5cf-9236bdce8c96,d961cea0-8a62-4b5c-ac4b-7dbd1961da1f,view_doctor,2025-03-25,Web
8ccf8851-fc94-4bc1-914f-c8aa9cdd1043,eb19071b-0b35-40a1-bfa5-e99ffb23a4b7,app_open,2025-03-25,Web
bcf80f7f-380f-42f3-9a87-0bf7b2e9da66,6a18e5af-1cce-48e9-ab6a-8061c81c8d31,book_apt,2025-07-06,Android
2872edca-b362-43ce-b646-c493209186d6,50a46c85-d9d5-4b02-82d0-4d554aab47b2,book_apt,2025-11-24,Web
dc7639e5-8a79-4c75-ae20-6e6f7e460b4e,16efacdf-9375-4e61-ac94-503eaf4afcdd,video_call,2024-12-28,Web
0f3b5f06-6de2-4a01-912d-bd50902ead79,96dd4b80-a078-4e8f-9490-9f0af70f8b81,book_apt,2025-01-11,Android
73db22db-6b76-4990-b7f1-56e86e31c7bd,f51a797b-b34e-4d5b-ae73-7276306542ee,video_call,2025-04-20,Android
5b1c1cd7-4dc0-404c-a4ff-58a28d8f194c,1e684eac-9c9d-4925-bc98-fe89ec6ee5ca,app_open,2025-11-19,Android
d7a7d4f6-f5b7-4414-90a6-c5b41a70bcdb,f4d7b8cd-e3c7-4964-b776-cbf620141450,book_apt,2025-10-02,Web
2fa8e33b-2a78-4e7c-8be4-a2fb98535a5f,bbb890de-a025-480b-82f8-bae40145d3df,video_call,2025-09-05,Web
0f337fe5-f932-48ef-9a7f-6f615813d26f,8d31df34-4830-4ffe-9d8a-bf0a9278f380,video_call,2025-01-07,Android
aed5d608-b7c9-4e13-8bd4-b8db541c8f78,39bbab8a-b281-438e-97c7-d8e6a495430e,book_apt,2025-10-21,Web
94b58d54-67a2-4ab3-9af6-009939dd843f,cf3cc829-244a-403e-956e-57f88af0cf0c,app_open,2025-05-30,Web
c14b2769-3192-4584-9fb0-272735496673,7a57772b-3c1a-4ce2-95ec-ec2c07983bc0,video_call,2025-09-06,Web
97939217-29c8-488c-ab4c-864364e4abc2,9d470a35-c816-4c27-bc3c-4c2fa40e0199,book_apt,2025-05-02,Web
f746682a-d4e7-4adb-a056-dff51f58ceca,2e057f79-1cf8-403f-802b-1bf4b8ff615c,book_apt,2025-09-11,Web
96870bf1-4f19-4810-b5b4-849c7b2ad1ba,8a257159-3d17-4879-95bd-f39efb334e61,book_apt,2025-04-12,iOS
72b91684-e6d4-465e-b401-9a9a90fcc940,04dbe9aa-7999-429e-9a8f-55c4b310f0ed,app_open,2025-04-01,iOS
b3f731b7-1375-4f4a-b243-3e5365410267,f11c0ac5-8c0b-493a-9333-5bc9bb635ff5,book_apt,2025-02-18,iOS
b8f8d92a-3b6c-48c5-9f54-1a0d7b4b4a29,83c74cbe-916b-4f87-ac27-316bdd05b827,book_apt,2025-04-22,iOS
da614a73-aaf3-4dd5-a6b1-6c7c5189579a,81eab1da-4496-4883-8a7a-677b076a16e7,app_open,2025-06-01,iOS
c59ac867-b844-41e9-b5ba-f0bd455a14d6,e1ebef9c-be60-408d-bcb3-90767688f76e,app_open,2025-01-17,Web
a3410b6f-7603-4cca-975e-1b27ead5d65a,99249d85-fd9c-40c3-a972-3882a6d9d3d1,view_doctor,2025-01-17,iOS
20793a98-f94c-4458-9aff-badc7754cdfc,5f6763a6-3079-4bd3-8ba4-08a8d15d4c43,app_open,2025-04-13,iOS
01e68457-f818-47eb-ad7b-d78dbc677747,4d73a782-9671-47ec-bab8-ad708d57c064,book_apt,2025-03-17,Android
c1ef09ec-3c06-42b3-a170-cfb3357f080b,8de1596c-5a9a-406a-96f1-42a206b919aa,video_call,2025-01-28,Android
312dd27a-87c8-4c01-86fc-96c7bc38bf24,5d39b505-4269-4d14-8316-cde595906901,video_call,2025-09-26,Android
ec89cea7-4e1d-4367-9cc7-127a2b148354,13853f45-0ed5-4c8c-a2c9-4a442248fe75,app_open,2025-02-14,iOS
644c5b7d-95ea-4734-8925-f7fa1484e9d6,2f1fc132-426b-4236-a4a0-7521ab6dd0aa,cancel_appt,2025-01-27,iOS
299b4130-cafc-4c0e-ab66-201cf21d96e7,227cc456-193a-4e2a-b8da-93c8c0b4283a,video_call,2025-02-24,Android
91d9ee26-4997-4d20-9652-0d404605dd14,2bdf3df4-01f3-4146-a0ca-40ea79465f66,view_doctor,2025-06-24,iOS
